COD_URB,ISO_A3,NAM_1,COD_1,NAM_URB,NAM_0
4,PYF,French Polynesia (Fr.),PYF001,Papeete,French Polynesia
6,CAN,British Columbia / Colombie-Britannique,CAN002,Victoria,Canada
8,SLV,Ahuachapan,SLV001,Ahuachapan,El Salvador
9,HND,Copan,HND005,Santa Rosa,Honduras
10,NIC,Chinandega,NIC003,Chinandega,Nicaragua
11,BLZ,Belize,BLZ001,Belize City,Belize
12,CRI,Guanacaste,CRI003,Liberia,Costa Rica
13,PAN,Chiriquí,PAN002,David,Panama
15,ECU,Santa Elena,ECU024,Salinas [Santa Elena],Ecuador
17,CUB,Pinar del Río,CUB012,Pinar del Rio,Cuba
18,JAM,Saint James,JAM010,Montego Bay,Jamaica
19,BHS,Administrative unit not available,BHS001,Nassau,Bahamas
22,HTI,Grand-Anse,HTI003,Jérémie,Haiti
23,ABW,Administrative unit not available,ABW001,Oranjestad,Aruba
24,DOM,Barahona,DOM003,Santa Cruz de Barahona,Dominican Republic
27,BOL,Pando,BOL006,Cobija,Bolivia
29,ARG,San Juan,ARG018,San Juan,Argentina
30,TTO,Tunapuna/Piarco,TTO015,Port of Spain,Trinidad and Tobago
31,MTQ,Martinique,MTQ001,Fort-de-France,Martinique
32,BRB,St. Michael,BRB008,Bridgetown,Barbados
33,GUY,Demerara Mahaica (region N°4),GUY003,Georgetown,Guyana
34,SUR,Paramaribo,SUR007,Paramaribo,Suriname
35,PRY,Concepcion,PRY009,Concepción,Paraguay
36,URY,Salto,URY015,Salto,Uruguay
39,SEN,Dakar,SEN001,Dakar,Senegal
40,GMB,West Coast,GMB008,Serrekunda,Gambia
43,GNB,Sector Autonomo De Bissau,GNB008,Bissau,Guinea-Bissau
44,PRT,Madeira,PRT013,Funchal,Portugal
47,SLE,Western Area,SLE005,Freetown,Sierra Leone
48,ISL,Kjosar,ISL009,Reykjavik,Iceland
49,MLI,Kayes,MLI003,Kayes,Mali
50,LBR,Montserrado,LBR011,Monrovia,Liberia
58,DZA,Bechar,DZA007,Bechar,Algeria
68,LUX,Luxembourg,LUX003,Luxembourg,Luxembourg
69,CHE,Geneve,CHE008,Geneva,Switzerland
70,ITA,Piemonte,ITA012,Turin,Italy
71,STP,Sao Tome,STP002,São Tomé,São Tomé and Príncipe
72,DNK,North Jutland,DNK003,Aalborg,Denmark
74,TUN,Le kef,TUN011,Al-Kaf,Tunisia
75,SWE,Vaestra Goetalands Laen,SWE021,Gothenburg,Sweden
76,GNQ,Bioko Norte,GNQ002,Malabo,Equatorial Guinea
77,GAB,Ogooue-Maritime,GAB008,Port-Gentil,Gabon
79,CZE,Zapadocesky,CZE008,Pilsen,Czechia
80,POL,Zachodnio-Pomorskie,POL016,Szczecin,Poland
81,LBY,Az Zawia (azzawiya),LBY010,Al Zawiyah,Libya
82,SVN,Osrednjeslovenska,SVN007,Ljubljana,Slovenia
85,COG,Point-Noire,COG010,Pointe-Noire,Republic of the Congo
87,MLT,Zebbug (malta),MLT065,Valletta,Malta
89,SVK,Bratislava,SVK002,Bratislava,Slovakia
91,BIH,Republika Srpska,BIH002,Banja Luka,Bosnia and Herzegovina
93,FIN,Western Finland,FIN005,Turku,Finland
94,RUS,Kaliningradskaya Oblast,RUS023,Kaliningrad,Russia
101,ALB,Shkoder,ALB031,Shkoder,Albania
102,LVA,Rīga,LVA085,Riga,Latvia
104,ROU,Arad,ROU002,Arad,Romania
105,BLR,Grodno,BLR003,Hrodna,Belarus
108,GRC,Ipeiros,GRC006,Ioannina,Greece
109,BGR,Sofia-city,BGR022,Sofia,Bulgaria
110,MDA,Balti,MDA002,Bălți,Moldova
112,TUR,Edirne,TUR027,Edirne,Turkey
113,ZMB,Western,ZMB110,Mongu,Zambia
114,BWA,Southern,BWA010,Kanye,Botswana
115,EGY,Matrouh,EGY016,Marsa Matruh,Egypt
116,LSO,Maseru,LSO005,Maseru,Lesotho
117,ZWE,Bulawayo,ZWE001,Bulawayo,Zimbabwe
118,SSD,Western Bahr el Ghazal,SSD011,Wau,South Sudan
119,CYP,Pafos,CYP006,Pafos,Cyprus
121,RWA,West/Iburengerazuba,RWA005,Rubavu,Rwanda
124,TZA,Kigoma,TZA010,Kigoma,Tanzania
127,PSE,Khan Yunis,PSE009,Khan Yunis,Palestine
129,SYR,Latakia,SYR011,Latakia,Syria
134,SAU,Tabūk,SAU013,Tabuk,Saudi Arabia
139,ARM,Shirak,ARM007,Gyumri,Armenia
142,AZE,Nakhchivan,AZE048,Nakhchivan,Azerbaijan
145,MDG,Toliara,MDG034,Toliara,Madagascar
147,DJI,Ali Sabeh,DJI001,Ali Sabieh,Djibouti
149,KWT,Al Jahrah,KWT003,Al Jahra,Kuwait
151,TKM,Balkan,TKM002,Turkmenbashy,Turkmenistan
152,BHR,Western Region,BHR012,Manama,Bahrain
153,QAT,Ar Rayyan,QAT006,Doha,Qatar
159,MUS,Plaines Wilhems,MUS007,Port Louis,Mauritius
163,CHN,Xinjiang Uygur Zizhiqu,CHN028,Kashgar,China
165,MDV,Male',MDV013,Malé,Maldives
169,BGD,Rangpur,BGD007,Thakurgaon,Bangladesh
172,IDN,Aceh,IDN001,Banda Aceh,Indonesia
173,THA,Chiang Mai,THA009,Chiang Mai,Thailand
174,LAO,Louangphrabang,LAO008,Luang Prabang,Laos
176,MYS,Pulau Pinang,MYS011,George Town,Malaysia
178,SGP,Sembawang-hong Kah,SGP008,Singapore,Singapore
180,PRK,P'yongan-bukto,PRK008,Sinuiju,North Korea
183,BRN,Brunei and Muara,BRN002,Bandar Seri Begawan,Brunei
186,TLS,Dili,TLS006,Dili,Timor-Leste
187,NZL,Otago,NZL14,Dunedin,New Zealand
189,SLB,Administrative unit not available,SLB001,Honiara,Solomon Islands
190,NCL,Administrative unit not available,NCL001,Nouméa,New Caledonia
191,VUT,Shefa,VUT004,Port Vila,Vanuatu
193,USA,Hawaii,USA012,Honolulu,United States
197,SLV,Sonsonate,SLV013,Sonsonate,El Salvador
199,NIC,León,NIC008,León,Nicaragua
202,ECU,Manabi,ECU013,Manta,Ecuador
203,PAN,Colón,PAN004,Colón,Panama
206,JAM,Manchester,JAM004,Mandeville,Jamaica
208,HTI,Sud,HTI009,Les Cayes,Haiti
209,DOM,San Juan,DOM026,San Juan de la Maguana,Dominican Republic
210,CHL,Tarapaca,CHL014,Iquique,Chile
211,BRA,Acre,BRA001,Rio Branco,Brazil
212,BOL,La Paz,BOL004,La Paz,Bolivia
213,PRI,San Juan,PRI008,Bayamón [San Juan],Puerto Rico
214,ARG,Mendoza,ARG013,Mendoza,Argentina
217,PRY,Central,PRY008,Asuncion,Paraguay
218,URY,Paysandu,URY011,Paysandú,Uruguay
220,SEN,Thiès,SEN009,M'bour,Senegal
221,GMB,West Coast,GMB008,Brikama,Gambia
222,MRT,Nouakchott-Nord,MRT014,Nouakchott,Mauritania
224,GNB,Bafata,GNB001,Bafatá,Guinea-Bissau
228,LBR,Margibi,LBR009,Kakata,Liberia
232,CIV,Montagnes,CIV031,Man,Côte d'Ivoire
234,BFA,Cascades,BFA002,Banfora,Burkina Faso
235,GBR,Northern Ireland,GBR003,Belfast,United Kingdom
240,BEN,Atacora,BEN002,Natitingou,Benin
244,NLD,Zuid-holland,NLD012,Rotterdam [The Hague],Netherlands
247,CHE,Vaud,CHE024,Lausanne,Switzerland
249,DNK,Central Jutland,DNK002,Aarhus,Denmark
252,AUT,Tirol,AUT007,Innsbruck,Austria
253,CMR,Sud - Ouest,CMR010,Buea,Cameroon
255,GNQ,Litoral,GNQ006,Bata,Equatorial Guinea
259,AGO,Namibe,AGO016,Moçâmedes,Angola
263,HUN,Vas,HUN018,Szombathely,Hungary
266,NAM,Erongo,NAM002,Swakopmund,Namibia
269,FIN,Oulu,FIN003,Oulu,Finland
271,SRB,Juzno-backi,SRB005,Novi Sad,Serbia
273,ALB,Durres,ALB006,Durrës,Albania
276,ROU,Timiş,ROU038,Timișoara,Romania
278,RUS,Murmanskaya Oblast,RUS049,Murmansk,Russia
280,BLR,Brest,BLR001,Brest,Belarus
285,BGR,Plovdiv,BGR014,Plovdiv,Bulgaria
287,TUR,Canakkale,TUR022,Çanakkale,Turkey
289,BWA,Kweneng,BWA006,Molepolole,Botswana
291,EGY,Behera,EGY004,Alexandria,Egypt
294,CYP,Lemesos,CYP005,Limassol,Cyprus
295,BDI,Mairie de Bujumbura,BDI002,Bujumbura,Burundi
296,RWA,North/Amajyaruguru,RWA003,Musanze,Rwanda
299,MOZ,Maputo,MOZ006,Maputo,Mozambique
300,PSE,Deir al Balah,PSE005,Deir el-Balah,Palestine
301,ISR,Southern District,ISR005,Ashdod,Israel
302,LBN,South,LBN008,Sidon,Lebanon
306,SAU,Al Jawf,SAU004,Al Qurayyat,Saudi Arabia
312,ARM,Yerevan,ARM011,Yerevan,Armenia
315,KAZ,Atyrauskaya,KAZ005,Atyrau,Kazakhstan
325,ARE,Abu Dhabi,ARE001,Abu Dhabi,United Arab Emirates
334,NPL,Sudurpashchim,NPL004,Laksmipur,Nepal
335,LKA,North Western,LKA004,Puttalam,Sri Lanka
337,MNG,Ulaanbaatar,MNG011,Ulaanbaatar,Mongolia
341,VNM,Lao Cai,VNM038,Lào Cai,Vietnam
342,LAO,Vientiane [prefecture],LAO014,Vientiane,Laos
343,MYS,Kedah,MYS002,Alor Setar,Malaysia
345,SGP,Sembawang-hong Kah,SGP008,Sembawang,Singapore
348,KOR,Kyonggi-do,KOR009,Seoul,South Korea
349,CHN,Taiwan Sheng,TWN001,Zhanghua City,Taiwan
351,JPN,Hokkaidoo,JPN008,Sapporo,Japan
353,NZL,Canterbury,NZL13,Christchurch,New Zealand
355,FJI,Central,FJI001,Suva,Fiji
357,MEX,Baja California,MEX002,Ensenada,México
358,CAN,British Columbia / Colombie-Britannique,CAN002,Vancouver,Canada
359,GTM,San Marcos,GTM017,San Pedro Sacatepéquez [San Marcos],Guatemala
362,NIC,Managua,NIC010,Managua,Nicaragua
363,CRI,Alajuela,CRI001,San José,Costa Rica
365,ECU,Manabi,ECU013,Portoviejo,Ecuador
367,CUB,La Habana,CUB008,Havana,Cuba
369,JAM,Clarendon,JAM001,May Pen,Jamaica
372,DOM,Valverde,DOM032,Mao,Dominican Republic
373,CHL,Antofagasta,CHL002,Antofagasta,Chile
377,ARG,Jujuy,ARG010,San Salvador de Jujuy,Argentina
380,URY,Tacuarembo,URY018,Tacuarembó,Uruguay
381,SEN,Thiès,SEN009,Thiès,Senegal
382,ESP,Canarias,ESP004,Santa Cruz de Tenerife,Spain
383,GNB,Gabu,GNB005,Gabu,Guinea-Bissau
384,GMB,Upper River,GMB007,Basse Santa Su,Gambia
386,MRT,Gorgol,MRT005,Kaédi,Mauritania
391,MLI,District de Bamako,MLI001,Bamako,Mali
393,CIV,Montagnes,CIV031,Guiglo,Côte d'Ivoire
394,IRL,Dublin,IRL006,Dublin,Ireland
395,BFA,Hauts-bassins,BFA009,Bobo-Dioulasso,Burkina Faso
397,GHA,Upper West,GHA008,Wa,Ghana
403,BEL,Vlaams Gewest,BEL003,Bruges,Belgium
408,CHE,Neuchatel,CHE013,Neuchâtel,Switzerland
414,GAB,Estuaire,GAB001,Libreville,Gabon
415,AUT,Salzburg,AUT005,Salzburg,Austria
419,HRV,Grad Zagreb,HRV003,Zagreb,Croatia
422,HUN,Gyor-moson-sopron,HUN008,Gyor,Hungary
424,TCD,Ville de N'Djamena,TCD022,N'Djamena,Chad
426,BIH,Federacija Bosne I Hercegovine,BIH001,Sarajevo,Bosnia and Herzegovina
427,COG,Brazzaville,COG002,Brazzaville,Republic of the Congo
429,NAM,Khomas,NAM006,Windhoek,Namibia
431,ZAF,Western Cape,ZAF009,Cape Town,South Africa
432,ALB,Vlore,ALB036,Vlora,Albania
435,ROU,Bihor,ROU005,Oradea,Romania
436,MKD,Skopje,MKD005,Skopje,North Macedonia
439,GRC,Thessalia,GRC012,Larissa,Greece
440,RUS,Pskovskaya Oblast,RUS061,Pskov,Russia
442,MDA,Chisinau,MDA010,Chișinău,Moldova
443,TUR,Kirklareli,TUR050,Kırklareli,Turkey
446,ZMB,Southern,ZMB109,Livingstone,Zambia
447,EGY,Alexandria,EGY001,Al Wadi,Egypt
448,ZWE,Midlands,ZWE010,Gweru,Zimbabwe
450,CYP,Lefkosia,CYP001,Strovolos [Nicosia],Cyprus
453,UGA,Kabarole,UGA038,Fort Portal,Uganda
456,PSE,Gaza,PSE006,Gaza,Palestine
457,ISR,Tel Aviv,ISR006,Tel Aviv,Israel
458,LBN,Mount Lebanon,LBN005,Beirut,Lebanon
461,MWI,Central Region,MWI001,Lilongwe,Malawi
467,GEO,Tbilisi (City),GEO012,Tbilisi,Georgia
468,IRN,West Azarbayejan,IRN026,Qaraziadin,Iran
469,AZE,Ganja,AZE019,Ganja,Azerbaijan
471,KAZ,Mangistauskaya,KAZ010,Aktau,Kazakhstan
472,YEM,Al Hudaydah,YEM005,Hodeidah,Yemen
474,DJI,Djibouti,DJI003,Djibouti,Djibouti
475,KWT,Al Farwaniyah,KWT002,Kuwait City,Kuwait
479,ARE,Abu Dhabi,ARE001,ICAD I,United Arab Emirates
491,MMR,Rakhine,MMR011,Sittwe,Myanmar
493,THA,Chiang Rai,THA010,Chiang Rai,Thailand
494,VNM,Son La,VNM052,Sơn La,Vietnam
495,MYS,Pulau Pinang,MYS011,Bukit Mertajam,Malaysia
498,AUS,Western Australia,AUS011,Perth,Australia
501,CHN,Taiwan Sheng,TWN001,Hsinchu,Taiwan
505,NZL,Wellington,NZL09,Wellington,New Zealand
507,MEX,Baja California,MEX002,Tijuana,México
509,GTM,Retalhuleu,GTM015,Retalhuleu,Guatemala
510,SLV,Santa Ana,SLV012,Santa Ana,El Salvador
511,HND,Cortes,HND006,San Pedro Sula,Honduras
512,NIC,Estelí,NIC005,Esteli,Nicaragua
513,CRI,Cartago,CRI002,Cartago,Costa Rica
514,PER,Piura,PER020,Piura,Peru
516,PAN,Panamá Oeste,PAN012,Arraiján,Panama
518,COL,Nariño,COL023,Pasto,Colombia
522,DOM,Azua,DOM001,Azua,Dominican Republic
524,BOL,Oruro,BOL005,Oruro,Bolivia
525,BRA,Rondonia,BRA026,Porto Velho,Brazil
526,ARG,Salta,ARG017,Salta,Argentina
527,PRY,Caaguazu,PRY005,Coronel Oviedo,Paraguay
528,URY,Rivera,URY013,Rivera,Uruguay
542,GBR,England,GBR002,Plymouth,United Kingdom
543,GHA,Bono,GHA012,Sunyani,Ghana
545,DZA,Tlemcen,DZA048,Tlemcen,Algeria
546,TGO,Plateaux,TGO004,Kpalimé,Togo
548,NER,Communauté Urbaine de Niamey,NER008,Niamey,Niger
551,NLD,Zuid-holland,NLD012,Leiden,Netherlands
554,NOR,Soer-Troendelag,NOR014,Trondheim,Norway
556,TUN,Gafsa,TUN006,Gafsa,Tunisia
558,SWE,Skaane Laen,SWE013,Malmo,Sweden
560,CZE,Praha,CZE003,Prague,Czechia
562,POL,Lubuskie,POL005,Zielona Góra,Poland
563,GAB,Woleu-Ntem,GAB009,Oyem,Gabon
564,AGO,Cabinda,AGO004,Cabinda,Angola
569,HUN,Fejer,HUN007,Székesfehérvár,Hungary
572,FIN,Southern Finland,FIN004,Helsinki,Finland
573,SRB,Grad Beograd,SRB003,Belgrade,Serbia
577,ROU,Satu Mare,ROU034,Satu Mare,Romania
578,LTU,Vilniaus,LTU010,Vilnius,Lithuania
582,CAF,Plateaux,CAF006,Bangui,Central African Republic
585,GRC,Kentriki Makedonia,GRC007,Thessaloniki,Greece
586,RUS,Leningradskaya Oblast,RUS042,Saint Petersburg,Russia
589,SDN,Northern Darfur,SDN008,Saraf `Umrah,Sudan
591,BWA,South-East,BWA009,Gaborone,Botswana
592,ZMB,North-Western,ZMB108,Solwezi,Zambia
596,CYP,Larnaka,CYP004,Larnaca,Cyprus
597,RWA,Kigali City/Umujyi wa Kigali,RWA002,Kigali,Rwanda
598,SSD,Central Equatoria,SSD001,Yei,South Sudan
599,UGA,Mbarara,UGA077,Mbarara,Uganda
601,ISR,Haifa,ISR002,Haifa,Israel
604,LBN,Nabatiye,LBN006,Nabatieh,Lebanon
605,SYR,Ţarţūs,SYR014,Tartus,Syria
606,JOR,Irbid,JOR005,Irbid,Jordan
607,MWI,Northern Region,MWI002,Mzuzu,Malawi
611,IRQ,Duhok,IRQ010,Zakho,Iraq
612,ERI,Anseba,ERI001,Keren,Eritrea
614,AZE,Shaki,AZE059,Sheki,Azerbaijan
621,UZB,Karakalpakstan,UZB005,Nukus,Uzbekistan
628,KGZ,Osh,KGZ005,Osh,Kyrgyzstan
632,LKA,Western,LKA008,Colombo [Sri Jayawardenepura Kotte],Sri Lanka
635,THA,Lampang,THA018,Lampang,Thailand
637,MYS,Kedah,MYS002,Sungai Petani,Malaysia
645,PHL,Region I (Ilocos Region),PHL001,Dagupan [Lingayen],Philippines
646,PNG,Enga,PNG007,Wabag,Papua New Guinea
651,GTM,Quetzaltenango,GTM013,Quetzaltenango,Guatemala
654,NIC,Masaya,NIC011,Masaya,Nicaragua
655,CRI,Limón,CRI005,Limón,Costa Rica
656,PER,Tumbes,PER024,Tumbes,Peru
658,PAN,Panamá,PAN011,Panama City,Panama
660,COL,Valle del Cauca,COL031,Buenaventura,Colombia
661,JAM,Saint Catherine,JAM008,Portmore,Jamaica
662,VEN,Tachira,VEN021,San Cristobal,Venezuela
665,CHL,Atacama,CHL005,Copiapó,Chile
666,BOL,Cochabamba,BOL003,Cochabamba,Bolivia
672,ESP,Canarias,ESP004,Las Palmas de Gran Canaria,Spain
673,GIN,Conakry,GIN002,Coyah,Guinea
675,MRT,Assaba,MRT002,Kiffa,Mauritania
683,GBR,Scotland,GBR004,Glasgow,United Kingdom
685,FRA,Bretagne,FRA007,Rennes,France
689,BEL,Vlaams Gewest,BEL003,Ghent,Belgium
691,NER,Dosso,NER003,Dosso,Niger
693,DEU,Nordrhein-Westfalen,DEU010,Essen,Germany
694,CHE,Fribourg,CHE007,Freiburg im Üechtland,Switzerland
697,TUN,Beja,TUN002,Béja,Tunisia
698,DNK,Capital,DNK001,Copenhagen,Denmark
700,CMR,Sud - Ouest,CMR010,Kumba,Cameroon
701,AUT,Oberosterreich,AUT004,Linz,Austria
702,CZE,Jihocesky,CZE001,České Budějovice,Czechia
704,AGO,Zaire,AGO018,Soyo,Angola
707,LBY,Sabha,LBY018,Sabha,Libya
708,HUN,Baranya,HUN002,Pécs,Hungary
709,SVK,Banska Bystrica,SVK001,Banská Bystrica,Slovakia
710,HRV,Osijek-baranja,HRV010,Osijek,Croatia
711,TCD,Kanem,TCD009,Mao,Chad
713,FIN,Western Finland,FIN005,Jyväskylä,Finland
714,ALB,Tirane,ALB034,Tirana,Albania
717,XKX,Prishtinë,XKX006,Pristina,Kosovo
719,COG,Likouala,COG007,Impfondo,Republic of the Congo
720,UKR,L'vivs'ka,UKR013,Lviv,Ukraine
721,ROU,Mehedinţi,ROU028,Drobeta-Turnu Severin,Romania
724,BLR,Minsk,BLR004,Minsk,Belarus
726,BGR,Burgas,BGR002,Burgas,Bulgaria
729,MDA,Transnistria,MDA035,Tiraspol,Moldova
736,UGA,Arua,UGA010,Arua,Uganda
737,SSD,Upper Nile,SSD009,Malakal,South Sudan
739,TZA,Rukwa,TZA024,Sumbawanga,Tanzania
741,MOZ,Gaza,MOZ003,Xai-Xai,Mozambique
743,SYR,Idlib,SYR010,Idlib,Syria
744,JOR,Balqa,JOR004,Al Salt,Jordan
749,SAU,Al Madīnah,SAU005,Medina,Saudi Arabia
750,ERI,Maekel,ERI006,Asmara,Eritrea
755,KAZ,Aktyubinskaya,KAZ002,Aktobe,Kazakhstan
761,AFG,Hirat,AFG012,Herat,Afghanistan
764,KGZ,Chuy,KGZ002,Bishkek,Kyrgyzstan
767,NPL,Lumbini,NPL001,Nepalgunj,Nepal
769,BGD,Rajshahi,BGD006,Chapainawabganj,Bangladesh
772,THA,Kampaeng Phet,THA014,Kamphaeng Phet,Thailand
774,VNM,Yen Bai,VNM063,Yên Bái,Vietnam
778,CHN,Taiwan Sheng,TWN001,Miaoli,Taiwan
779,JPN,Hokkaidoo,JPN008,Asahikawa,Japan
781,AUS,Tasmania,AUS009,Hobart,Australia
782,PNG,Western Highlands,PNG022,Mount Hagen,Papua New Guinea
787,GTM,Suchitepéquez,GTM020,Mazatenango,Guatemala
792,ECU,Guayas,ECU009,Guayaquil,Ecuador
795,JAM,Saint Andrew,JAM006,Kingston,Jamaica
798,DOM,Santiago,DOM029,Santiago de los Caballeros,Dominican Republic
800,BOL,Beni,BOL001,Trinidad,Bolivia
802,ARG,La Rioja,ARG012,La Rioja,Argentina
804,URY,Montevideo,URY010,Montevideo,Uruguay
808,SLE,Northern,SLE003,Makeni,Sierra Leone
809,LBR,Lofa,LBR008,Voinjama,Liberia
810,MAR,Souss-Massa,MAR010,Agadir,Morocco
812,PRT,Setubal,PRT017,Setúbal,Portugal
813,CIV,Bas-Sassandra,CIV025,San-Pédro,Côte d'Ivoire
815,BFA,Sud-ouest,BFA013,Gaoua,Burkina Faso
818,FRA,Pays-de-la-Loire,FRA019,Nantes,France
820,TGO,Maritime,TGO003,Lomé,Togo
826,DEU,Nordrhein-Westfalen,DEU010,Dusseldorf,Germany
828,NOR,Oslo,NOR012,Oslo,Norway
831,SWE,Joenkoepings Laen,SWE007,Jönköping,Sweden
832,CMR,Littoral,CMR005,Douala,Cameroon
834,AUT,Karnten,AUT002,Klagenfurt,Austria
838,LBY,Misurata,LBY015,Misrata,Libya
839,GAB,Haut-Ogooue,GAB002,Franceville,Gabon
841,TCD,Mayo-Kebbi Est,TCD014,Bongor,Chad
846,ALB,Elbasan,ALB007,Elbasan,Albania
850,ROU,Maramureş,ROU027,Baia Mare,Romania
851,COG,Likouala,COG007,Bétou,Republic of the Congo
854,GRC,Attiki,GRC002,Athens,Greece
855,CAF,Kagas,CAF005,Bambari,Central African Republic
856,BGR,Varna,BGR025,Varna,Bulgaria
858,TUR,Tekirdag,TUR072,Tekirdağ,Turkey
863,BDI,Ngozi,BDI015,Ngozi,Burundi
865,ISR,Central District,ISR001,Netanya,Israel
870,LBN,North,LBN007,Tripoli,Lebanon
873,MWI,Southern Region,MWI003,Blantyre,Malawi
874,KEN,Kakamega,KEN011,Kakamega,Kenya
876,IRQ,Duhok,IRQ010,Duhok,Iraq
877,SAU,Al Ḥudūd ash Shamāliyah,SAU003,`Ar`ar,Saudi Arabia
879,IRN,West Azarbayejan,IRN026,Urmia,Iran
882,SOM,Juba Hoose,SOM010,Kismayo,Somalia
885,TKM,Tashauz,TKM005,Dashoguz,Turkmenistan
894,CHN,Xinjiang Uygur Zizhiqu,CHN028,Yining/Qulja,China
900,THA,Phrae,THA047,Phrae,Thailand
902,VNM,Tuyen Quang,VNM060,Làng Giao,Vietnam
903,KHM,Battambang,KHM002,Battambang,Cambodia
906,CHN,Taiwan Sheng,TWN001,Taichung,Taiwan
907,JPN,Hukuoka,JPN010,Fukuoka,Japan
915,GTM,Totonicapán,GTM021,Totonicapán,Guatemala
916,SLV,San Salvador,SLV010,San Salvador,El Salvador
917,HND,Comayagua,HND004,Comayagua,Honduras
918,NIC,Granada,NIC006,Granada,Nicaragua
921,CUB,Matanzas,CUB010,Matanzas,Cuba
924,HTI,Sud-Est,HTI010,Jacmel,Haiti
925,DOM,Peravia,DOM020,Baní,Dominican Republic
926,CHL,Coquimbo,CHL007,La Serena,Chile
927,BOL,Potosi,BOL007,Potosí,Bolivia
930,PRY,Itapua,PRY012,Encarnacion,Paraguay
932,SEN,Saint Louis,SEN015,Saint-Louis,Senegal
933,GIN,Kindia,GIN005,Kindia,Guinea
935,LBR,Bong,LBR002,Gbarnga,Liberia
939,ESP,Galicia,ESP015,Vigo,Spain
940,CIV,Woroba,CIV035,Séguéla,Côte d'Ivoire
942,BFA,Nord,BFA010,Ouahigouya,Burkina Faso
945,DZA,Oran,DZA032,Oran,Algeria
950,NLD,Noord-holland,NLD008,Haarlem,Netherlands
954,ITA,Lombardia,ITA009,Busto Arsizio,Italy
958,SWE,Oerebro Laen,SWE011,Örebro,Sweden
961,AUT,Steiermark,AUT006,Graz,Austria
964,HUN,Budapest,HUN005,Budapest,Hungary
967,SVK,Kosice,SVK003,Košice,Slovakia
972,ROU,Cluj,ROU014,Cluj-Napoca,Romania
976,CAF,Fertit,CAF003,Bria,Central African Republic
986,SSD,Central Equatoria,SSD001,Juba,South Sudan
992,JOR,Amman,JOR002,Amman,Jordan
994,KEN,Kisumu,KEN017,Kisumu,Kenya
1004,KAZ,Kustanayskaya,KAZ008,Kostanay,Kazakhstan
1006,UZB,Khorezm,UZB007,Urgench,Uzbekistan
1007,ARE,Dubai,ARE003,Dubai,United Arab Emirates
1008,OMN,Muscat,OMN008,Seeb,Oman
1016,LKA,Southern,LKA006,Galle,Sri Lanka
1018,MMR,Kachin,MMR004,Hpakant,Myanmar
1019,THA,Uttaradit,THA074,Uttaradit,Thailand
1023,KHM,Oddar Meanchey,KHM013,Anlong Veng,Cambodia
1026,CHN,Taiwan Sheng,TWN001,Yuanlin City,Taiwan
1028,PHL,Cordillera Administrative Region (CAR),PHL014,Baguio,Philippines
1029,AUS,South Australia,AUS008,Adelaide,Australia
1031,NZL,Waikato,NZL03,Hamilton,New Zealand
1033,MEX,Baja California Sur,MEX003,Cabo San Lucas,México
1038,NIC,Jinotega,NIC007,Jinotega,Nicaragua
1040,PER,Lambayeque,PER014,Chiclayo,Peru
1045,DOM,Puerto Plata,DOM021,Puerto Plata,Dominican Republic
1047,BOL,Chuquisaca,BOL002,Sucre,Bolivia
1049,BRA,Roraima,BRA027,Boa Vista,Brazil
1050,PRY,Alto Parana,PRY002,Ciudad del Este,Paraguay
1051,URY,Maldonado,URY009,Maldonado,Uruguay
1052,SEN,Fatick,SEN016,Fatick,Senegal
1053,GIN,Labe,GIN006,Labé,Guinea
1054,SLE,Southern,SLE004,Bo,Sierra Leone
1058,PRT,Porto,PRT015,Porto,Portugal
1059,ESP,Galicia,ESP015,A Coruña,Spain
1060,CIV,Bas-Sassandra,CIV025,Soubré,Côte d'Ivoire
1062,BFA,Centre-ouest,BFA006,Koudougou,Burkina Faso
1063,GHA,Western,GHA010,Takoradi,Ghana
1065,DZA,Sidi Bel Abbes,DZA038,Sidi Bel Abbes,Algeria
1066,TGO,Centrale,TGO001,Sokodé,Togo
1067,BEN,Zou,BEN012,Bohicon,Benin
1069,BEL,Vlaams Gewest,BEL003,Antwerp,Belgium
1073,CHE,Basel-landschaft,CHE004,Basel,Switzerland
1074,ITA,Liguria,ITA008,Genoa,Italy
1075,TUN,Bizerte,TUN004,Bizerte,Tunisia
1078,SWE,Oestergoetlands Laen,SWE012,Linköping,Sweden
1079,CZE,Vychodocesky,CZE007,Hradec Králové,Czechia
1081,AUT,Wien,AUT009,Vienna,Austria
1082,AGO,Luanda,AGO011,Luanda,Angola
1083,COD,Kongo Central,COD002,Matadi,Democratic Republic of the Congo
1088,LBY,Banghazi,LBY011,Benghazi,Libya
1090,ROU,Gori,ROU021,Târgu Jiu,Romania
1093,GRC,Kriti,GRC008,Heraklion,Greece
1094,TUR,Izmir,TUR041,Izmir,Turkey
1099,BDI,Kirundo,BDI010,Kirundo,Burundi
1101,ISR,Central District,ISR001,Rehovot,Israel
1102,PSE,Al Khalil (Hebron),PSE001,Hebron,Palestine
1103,TZA,Kagera,TZA006,Bukoba,Tanzania
1104,SSD,Eastern Equatoria,SSD002,Nimule,South Sudan
1107,MOZ,Manica,MOZ005,Chimoio,Mozambique
1112,SAU,Makkah,SAU011,Jeddah,Saudi Arabia
1118,SOM,Awdal,SOM001,Borama,Somalia
1121,TKM,Ahal,TKM001,Ashgabat,Turkmenistan
1124,OMN,Muscat,OMN008,Muscat,Oman
